title,vendor,product_type,price_min,price_max,variant_count,sizes_all,sizes_in_stock,in_stock_count,images_count,image,url,tags
Roper Men's Short Sleeve Snap Red Plaid Western Shirt (01-002-0101-3007 RE),Roper,Shirts & Tops,54.99,54.99,6,S | M | L | XL | 2XL | 3XL,S | XL | 3XL,3,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0100201013007a_1024x1024_2x_8ca8152a-f062-4ed0-bceb-3d4dc0a24df3.jpg?v=1740956753,https://elherraderoww.com/products/roper-mens-western-short-sleeve-shirt-01-002-0101-3007-re,Men / Man / Hombre / Caballero
Roper Boy's Long Sleeve Snap Red Plaid Western Shirt (01-030-0101-3007 RE),Roper,Shirts & Tops,44.99,44.99,5,XS | S | M | L | XL,S,1,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0103001013007a_1024x1024_2x_25ad4530-67db-4296-92e0-9c568ce9eb28.jpg?v=1740956464,https://elherraderoww.com/products/roper-boys-western-long-sleeve-shirt-01-030-0101-3007-re,Boy / Niño / Nino | Youth / Kid / Joven
Roper Girl's Short Sleeve Light Grey Poly Rayon Western T-Shirt with Screen Print Decoration (03-009-0513-2062 GY),Roper,Shirts & Tops,27.99,27.99,5,XS | S | M | L | XL,XS | L | XL,3,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0300905132062a_1024x1024_2x_ca4c6848-1773-4c67-b521-a9473b583d1c.jpg?v=1740956181,https://elherraderoww.com/products/roper-girls-tee-03-009-0513-2062-gy,Girl / Niña / Nina | Youth / Kid / Joven
Roper Men's Long Sleeve Snap Black and White Plaid Western Shirt (01-001-0101-3005 BL),Roper,Shirts & Tops,54.99,54.99,6,S | M | L | XL | 2XL | 3XL,2XL | 3XL,2,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0100101013005a_1024x1024_2x_9e4ef067-6501-4d30-af78-023aefd173e8.jpg?v=1740956023,https://elherraderoww.com/products/roper-mens-western-long-sleeve-shirt-01-001-0101-3005-bl,Men / Man / Hombre / Caballero
Roper Men's Long Sleeve Snap Solid Poplin Grey Western Shirt (03-001-0060-0324 GY),Roper,Shirts & Tops,59.99,59.99,6,S | M | L | XL | 2XL | 3XL,S | 3XL,2,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0300100600324a_1024x1024_2x_8f61fcfa-c673-4776-9dd8-c2509a293a2f.jpg?v=1740955637,https://elherraderoww.com/products/roper-mens-western-long-sleeve-shirt-03-001-0060-0324-gy,Men / Man / Hombre / Caballero
Roper Men's Long Sleeve Snap Bull Aztec Border Western Shirt (03-001-0421-0308 RE),Roper,Shirts & Tops,69.99,69.99,6,S | M | L | XL | 2XL | 3XL,3XL,1,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0300104210308a_1024x1024_2x_0a1ec3b0-89f3-482c-aec4-45419f82a9c1.jpg?v=1740955432,https://elherraderoww.com/products/roper-mens-long-sleeve-shirt-03-001-0421-0308-re,Men / Man / Hombre / Caballero
Roper Boy's Long Sleeve Snap Bull Aztec Border Western Shirt (03-030-0421-0308 RE),Roper,Shirts & Tops,59.99,59.99,5,XS | S | M | L | XL,L,1,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0303004210308a_1024x1024_2x_b38948dc-acb0-4fdb-af9e-f845782b1236.jpg?v=1740955268,https://elherraderoww.com/products/roper-boys-long-sleeve-shirt-03-030-0421-0308-re,Boy / Niño / Nino | Youth / Kid / Joven
Roper Girl's Short Sleeve Poly Rayon Cream Western T-Shirt with Screen Print Decoration (03-009-0513-2020 WH),Roper,Shirts & Tops,29.99,29.99,5,XS | S | M | L | XL,XS | XL,2,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0300905132020a_1024x1024_2x_1afb0159-d5b0-4a19-b008-9dd93f63d7c6.jpg?v=1740955080,https://elherraderoww.com/products/roper-girls-t-shirt-03-009-0513-2020-wh,Girl / Niña / Nina | Youth / Kid / Joven
Roper Women's Sleeveless Swiss Dot Cotton Tank Top with Peplum Hemline and Eyelet Trim (03-052-0565-2007 WH),Roper,Shirts & Tops,29.99,29.99,5,XS | S | M | L | XL,S | M | L | XL,4,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0305205652007a_1024x1024_2x_8322faf6-4d17-4cb2-9488-f6f87abadfd6.jpg?v=1740954890,https://elherraderoww.com/products/roper-womens-sleeveless-shirt-03-052-0565-2007-wh,Women / Woman / Ladies / Lady / Dama / Mujer
Roper Women's Short Sleeve Cream Poly Rayon Tee with Screen Print Decoration (03-039-0513-2020 WH),Roper,Shirts & Tops,29.99,29.99,5,XS | S | M | L | XL,S | M | L | XL,4,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0303905132020a_1024x1024_2x_31cf0da1-21c1-4523-9543-f68e64bcf1d4.jpg?v=1740954725,https://elherraderoww.com/products/roper-womens-t-shirt-03-039-0513-2020-wh,Women / Woman / Ladies / Lady / Dama / Mujer
Roper Men's Long Sleeve Snap Solid Broadcloth Deep Navy Western Shirt (01-001-0025-0370 BU),Roper,Shirts & Tops,64.99,64.99,6,S | M | L | XL | 2XL | 3XL,,0,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0100100250370a_1024x1024_2x_2f56a475-dbf7-4a41-899e-d407e95ceaf2.jpg?v=1740954455,https://elherraderoww.com/products/roper-mens-western-long-sleeve-shirt-01-001-0025-0370-bu,Men / Man / Hombre / Caballero
Roper Men's Short Sleeve Snap Madras Plaid Western Shirt (01-002-0101-3004 BU),Roper,Shirts & Tops,59.99,59.99,6,S | M | L | XL | 2XL | 3XL,S | 3XL,2,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0100201013004a_1024x1024_2x_cc47cb03-908f-4414-8671-90a807ba33e2.jpg?v=1740954098,https://elherraderoww.com/products/roper-mens-western-short-sleeve-shirt-01-002-0101-3004-bu,Men / Man / Hombre / Caballero
Roper Boy's Long sleeve Snap Lake Medallion Western Shirt (03-030-0225-2029 BU),Roper,Shirts & Tops,49.99,49.99,5,XS | S | M | L | XL,M,1,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0303002252029a_1024x1024_2x_9b5d7bce-4891-4f25-9110-bd59ce453866.jpg?v=1740953551,https://elherraderoww.com/products/roper-boys-western-long-sleeve-shirt-03-030-0225-2029-bu,Boy / Niño / Nino | Youth / Kid / Joven
Roper Men's Long Sleeve Snap Lake Medallion Western Shirt (03-001-0225-2029 BU),Roper,Shirts & Tops,64.99,64.99,6,S | M | L | XL | 2XL | 3XL,S,1,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0300102252029a_1024x1024_2x_1a922b76-b5b5-49e2-9fa1-167c1f1cc9f3.jpg?v=1740953314,https://elherraderoww.com/products/roper-mens-long-sleeve-shirt-03-001-0225-2029-bu,Men / Man / Hombre / Caballero
Roper Men's Long Sleeve Solid Poplin Stretch Red Western Shirt (03-001-0265-2107 RE),Roper,Shirts & Tops,64.99,64.99,6,S | M | L | XL | 2XL | 3XL,XL,1,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0300102652107a_1024x1024_2x_f1bab1e4-03b1-40a6-a5da-9c45a16a4cb2.jpg?v=1740953025,https://elherraderoww.com/products/roper-mens-long-sleeve-shirt-03-001-0265-2107-re,Men / Man / Hombre / Caballero
Roper Men's Long Sleeve Snap Cool Breeze Plaid Western Shirt (03-001-0278-2094 BU),Roper,Shirts & Tops,64.99,64.99,6,S | M | L | XL | 2XL | 3XL,S,1,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0300102782094a_1024x1024_2x_f4729308-6c0e-4356-a2fb-5cfb35fef5b4.jpg?v=1740949200,https://elherraderoww.com/products/roper-mens-long-sleeve-shirt-03-001-0278-2094-bu,Men / Man / Hombre / Caballero
Roper Men's Long Sleeve Button Frontier Foulard Western Shirt (03-001-0325-2028 MU),Roper,Shirts & Tops,64.99,64.99,6,S | M | L | XL | 2XL | 3XL,3XL,1,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0300103252028a_1024x1024_2x_2f44ab2e-a7b2-4c94-bf5a-a0b532deff8e.jpg?v=1740948904,https://elherraderoww.com/products/roper-mens-long-sleeve-shirt-03-001-0325-2028-mu,Men / Man / Hombre / Caballero
Roper Men's Long Sleeve Snap Blue Skies Tie Print Western Shirt (03-001-0225-2024 BU),Roper,Shirts & Tops,64.99,64.99,6,S | M | L | XL | 2XL | 3XL,L | 3XL,2,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0300102252024a_1024x1024_2x_6d3257b4-6e74-4ffc-973d-35d8b7f561ef.jpg?v=1740948550,https://elherraderoww.com/products/roper-mens-long-sleeve-shirt-03-001-0225-2024-bu,Men / Man / Hombre / Caballero
Roper Men's Short Sleeve Snap Americana Plaid Western Shirt (01-002-0101-3006 GY),Roper,Shirts & Tops,49.99,49.99,6,S | M | L | XL | 2XL | 3XL,S,1,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0100201013006a_1024x1024_2x_255850b7-8788-4c8c-9134-82513bb7d414.jpg?v=1740948299,https://elherraderoww.com/products/roper-mens-western-short-sleeve-shirt-01-002-0101-3006-gy,Men / Man / Hombre / Caballero
Roper Men's Long Sleeve Snap Madras Plaid Western Shirt (01-001-0101-3004 BU),Roper,Shirts & Tops,49.99,49.99,6,S | M | L | XL | 2XL | 3XL,S,1,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0100101013004a_1024x1024_2x_91987937-eda1-4244-90a7-abf17b70da55.jpg?v=1740947891,https://elherraderoww.com/products/roper-mens-western-long-sleeve-shirt-01-001-0101-3004-bu,Men / Man / Hombre / Caballero
Roper Women's Sleeveless Rayon Flex Cotton Bandanna Tank Top with Adjustable Spaghetti Straps Embroidery Tie Back (03-052-0565-2065 WH),Roper,Shirts & Tops,31.99,31.99,5,XS | S | M | L | XL,S,1,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0305205652065a_1024x1024_2x_1579ded0-c4cb-4e06-9597-27a76d2d3b09.jpg?v=1740947498,https://elherraderoww.com/products/roper-womens-bandanna-sleeveless-shirt-03-052-0565-2065-wh,Women / Woman / Ladies / Lady / Dama / Mujer
Roper Men's Short Sleeve Snap Western Foulard Western Shirt (03-002-0225-2023 TA),Roper,Shirts & Tops,59.99,59.99,6,S | M | L | XL | 2XL | 3XL,3XL,1,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0300202252023a_1024x1024_2x_a59c2e77-29b4-4dd7-9875-39bcce29e332.jpg?v=1740947258,https://elherraderoww.com/products/roper-mens-short-sleeve-shirt-03-002-0225-2023-ta,Men / Man / Hombre / Caballero
Roper Men's Short Sleeve Button Silver Medallion Western Shirt (03-002-0326-2026 GY),Roper,Shirts & Tops,64.99,64.99,6,S | M | L | XL | 2XL | 3XL,XL | 3XL,2,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0300203262026a_1024x1024_2x_fd30f5ea-710e-41e6-9d4d-89184a156e85.jpg?v=1740947082,https://elherraderoww.com/products/roper-mens-short-sleeve-shirt-03-002-0326-2026-gy,Men / Man / Hombre / Caballero
Roper Men's Long Sleeve Button Silver Medallion Western Shirt (03-001-0326-2026 GY),Roper,Shirts & Tops,64.99,64.99,6,S | M | L | XL | 2XL | 3XL,2XL | 3XL,2,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0300103262026a_1024x1024_2x_24e52d3c-0efc-4c84-a6ac-94a521510927.jpg?v=1740946728,https://elherraderoww.com/products/roper-mens-silver-medallion-long-sleeve-shirt-03-001-0326-2026-gy,Men / Man / Hombre / Caballero
Roper Men's Long Sleeve Snap Denim Plaid Western Shirt (03-001-0062-0754 BU),Roper,Shirts & Tops,64.99,64.99,5,S | M | L | XL | 2XL,S | 2XL,2,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0300100620754a_1024x1024_2x_f8fb7c3c-4baf-49b1-92f1-ca0cce31c40e.jpg?v=1740946493,https://elherraderoww.com/products/roper-mens-western-long-sleeve-shirt-03-001-0062-0754-bu,Men / Man / Hombre / Caballero
Roper Men's Long Sleeve Snap Red Black White Plaid Western Shirt (01-001-0101-6041 RE),Roper,Shirts & Tops,54.99,54.99,5,S | M | L | XL | 2XL,S | M | XL,3,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0100101016041a_1024x1024_2x_0afafb66-1096-402c-8ea1-f27ab4dfb3f7.jpg?v=1740946153,https://elherraderoww.com/products/roper-mens-western-long-sleeve-shirt-01-001-0101-6041-re,Men / Man / Hombre / Caballero
Roper Men's Long Sleeve Snap Black Fill Solid Teal Western Shirt (03-001-0265-0707 GR),Roper,Shirts & Tops,64.99,64.99,5,S | M | L | XL | 2XL,S,1,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0300102650707a_1024x1024_2x_f4cd7b81-41e3-442c-a454-e8117fbe20c2.jpg?v=1740945906,https://elherraderoww.com/products/roper-mens-western-long-sleeve-shirt-03-001-0265-0707-gr,Men / Man / Hombre / Caballero
Roper Boy's Long Sleeve Snap Croshort Sleeve Walk Foulard Western Shirt (03-030-0225-1001 BU),Roper,Shirts & Tops,45.99,45.99,5,XS | S | M | L | XL,,0,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0303002251001a_1024x1024_2x_b0f6ea0c-4abc-4bba-8785-abe8f6e87e20.jpg?v=1740945650,https://elherraderoww.com/products/roper-boys-western-long-sleeve-shirt-03-030-0225-1001-bu,Boy / Niño / Nino | Youth / Kid / Joven
Roper Boy's Long Sleeve Snap Navy Red Cream Plaid Western Shirt with Solid Yokes and Smile Pockets (01-030-0087-1062 BU),Roper,Shirts & Tops,49.99,49.99,5,XS | S | M | L | XL,S | XL,2,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0103000871062a_1024x1024_2x_2760a970-430b-436a-b4b0-d9504e0bb8c3.jpg?v=1740943608,https://elherraderoww.com/products/roper-boys-western-long-sleeve-shirt-01-030-0087-1062-bu,Boy / Niño / Nino | Youth / Kid / Joven
Roper Men's Long Sleeve Snap Navy Red Cream Plaid Western Shirt with Solid Yokes and Smile Pockets (01-001-0087-1062 BU),Roper,Shirts & Tops,64.99,64.99,5,S | M | L | XL | 2XL,S | L | XL | 2XL,4,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0100100871062a_1024x1024_2x_1b751ddd-99f7-466e-b46f-ca71e5702ea2.jpg?v=1740943764,https://elherraderoww.com/products/roper-mens-western-long-sleeve-shirt-01-001-0087-1062-bu,Men / Man / Hombre / Caballero
Roper Men's Long Sleeve Snap Desert Blue Plaid Western Shirt (03-001-0278-1051 BU),Roper,Shirts & Tops,64.99,64.99,5,S | M | L | XL | 2XL,XL | 2XL,2,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0300102781051a_1024x1024_2x_9bd80c58-26a2-4812-9e20-7081dca616b1.jpg?v=1740943309,https://elherraderoww.com/products/roper-mens-western-long-sleeve-shirt-03-001-0278-1051-bu,Men / Man / Hombre / Caballero
Roper Boy's Long Sleeve Snap Black Fill Solid Green Western Shirt (03-030-0265-0184 GR),Roper,Shirts & Tops,45.99,45.99,5,XS | S | M | L | XL,XS,1,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0303002650184a_1024x1024_2x_894ce8f4-43e5-4697-97a6-fd7abfa9c88a.jpg?v=1740943099,https://elherraderoww.com/products/roper-boys-western-long-sleeve-shirt-03-030-0265-0184-gr,Boy / Niño / Nino | Youth / Kid / Joven
Roper Men's Long Sleeve Snap Black Fill Solid Green Western Shirt (03-001-0265-0184 GR),Roper,Shirts & Tops,64.99,64.99,5,S | M | L | XL | 2XL,,0,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0300102650184a_1024x1024_2x_74b2b07d-9893-4b07-9a02-1ab714ba82cd.jpg?v=1740943041,https://elherraderoww.com/products/roper-mens-western-long-sleeve-shirt-03-001-0265-0184-gr,Men / Man / Hombre / Caballero
Roper Men's Long Sleeve Button Diamond Medallion Western Shirt (03-001-0325-1004 BR),Roper,Shirts & Tops,64.99,64.99,5,S | M | L | XL | 2XL,XL,1,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0300103251004a_1024x1024_2x_c475a78b-8af0-4c58-8097-c486a4948037.jpg?v=1740942585,https://elherraderoww.com/products/roper-mens-western-long-sleeve-shirt-03-001-0325-1004-br,Men / Man / Hombre / Caballero
Roper Boy's Long Sleeve Snap Diamond Medallion Western Shirt (03-030-0225-1004 BR),Roper,Shirts & Tops,45.99,45.99,5,XS | S | M | L | XL,XL,1,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0303002251004a_1024x1024_2x_d99b69de-0e94-4360-a255-f83a9b638efb.jpg?v=1740942227,https://elherraderoww.com/products/roper-boys-western-long-sleeve-shirt-03-030-0225-1004-br,Boy / Niño / Nino | Youth / Kid / Joven
Roper Men's Western Long Sleeve Shirt (01-001-0101-1060 BL),Roper,Shirts & Tops,49.99,49.99,5,S | M | L | XL | 2XL,2XL,1,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0100101011060a_1024x1024_2x_abe3caa1-45d1-45fa-946e-cab702815047.jpg?v=1740941826,https://elherraderoww.com/products/roper-mens-western-long-sleeve-shirt-01-001-0101-1060-bl,Men / Man / Hombre / Caballero
Roper Women's Long Sleeve Snap Black Aqua Grey Plaid Western Shirt with Piping and Applique on Yokes (01-050-0024-1060 BL),Roper,Shirts & Tops,79.99,79.99,5,XS | S | M | L | XL,XS | S | M,3,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0105000241060a_1024x1024_2x_2e33d740-7832-4719-a76a-e2c7be9271fd.jpg?v=1740941992,https://elherraderoww.com/products/roper-womens-long-sleeve-western-snap-shirt-01-050-0024-1060-bl,Women / Woman / Ladies / Lady / Dama / Mujer
Roper Men's Long Sleeve Snap Brown Navy Cream Plaid Western Shirt (01-001-0101-1066 BR),Roper,Shirts & Tops,49.99,49.99,5,S | M | L | XL | 2XL,XL,1,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0100101011066a_1024x1024_2x_653d75cb-aa99-4518-ab70-6c8b64b80b8f.jpg?v=1740941687,https://elherraderoww.com/products/roper-mens-western-long-sleeve-shirt-01-001-0101-1066-br,Men / Man / Hombre / Caballero
Roper Men's Long Sleeve Snap West Plaid Western Shirt (03-001-0278-1053 BL),Roper,Shirts & Tops,64.99,64.99,5,S | M | L | XL | 2XL,,0,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0300102781053a_1024x1024_2x_e70952be-dd04-451c-9a95-e95bb4140ea7.jpg?v=1740941555,https://elherraderoww.com/products/roper-mens-western-long-sleeve-shirt-03-001-0278-1053-bl,Men / Man / Hombre / Caballero
Roper Men's Long Sleeve Snap Green Rust Tan Small Scale Plaid Western Shirt (01-001-0101-1061 GR),Roper,Shirts & Tops,49.99,49.99,5,S | M | L | XL | 2XL,XL | 2XL,2,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0100101011061a_1024x1024_2x_4170e1c8-9af5-4798-aba1-750513b8fe61.jpg?v=1740940186,https://elherraderoww.com/products/roper-mens-western-long-sleeve-shirt-01-001-0101-1061-gr,Men / Man / Hombre / Caballero
Roper Men's Long Sleeve Snap Ranch Plaid Western Shirt (03-001-0278-1052 BR),Roper,Shirts & Tops,64.99,64.99,5,S | M | L | XL | 2XL,,0,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0300102781052a_1024x1024_2x_cd67723c-0e6f-485b-bc5a-85c61775ed52.jpg?v=1740940031,https://elherraderoww.com/products/roper-mens-western-long-sleeve-shirt-03-001-0278-1052-br,Men / Man / Hombre / Caballero
Roper Men's Long Sleeve Snap Basic Red Plaid Western Shirt (03-001-0278-1054 RE),Roper,Shirts & Tops,64.99,64.99,5,S | M | L | XL | 2XL,S | 2XL,2,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0300102781054a_1024x1024_2x_fcf5adf2-f188-49fc-879f-9f4cfe32b4d4.jpg?v=1740939226,https://elherraderoww.com/products/roper-mens-western-long-sleeve-shirt-03-001-0278-1054-re,Men / Man / Hombre / Caballero
Roper Boy's Long Sleeve Snap Aztec Border Western Shirt (03-030-0431-0107 BL),Roper,Shirts & Tops,59.99,59.99,5,XS | S | M | L | XL,S | L,2,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0303004310107a_1024x1024_2x_5d2f964e-7fc7-448d-abbb-8b4e074184e0.jpg?v=1740938005,https://elherraderoww.com/products/roper-boys-western-long-sleeve-shirt-03-030-0431-0107-bl,Boy / Niño / Nino | Youth / Kid / Joven
Roper Men's Long Sleeve Snap Aztec Border Western Shirt (03-001-0431-0107 BL),Roper,Shirts & Tops,69.99,69.99,5,S | M | L | XL | 2XL,S | M | XL,3,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0300104310107a_1024x1024_2x_78f7a425-7c44-40bb-a8b8-7080f3987972.jpg?v=1740937819,https://elherraderoww.com/products/roper-mens-western-long-sleeve-shirt-03-001-0431-0107-bl,Men / Man / Hombre / Caballero
Roper Men's Long Sleeve Snap Wine Black Cream Plaid Western Shirt (01-001-0101-6036 WI),Roper,Shirts & Tops,54.99,54.99,5,S | M | L | XL | 2XL,M,1,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0100101016036a_1024x1024_2x_5127e368-4c45-4287-a4a0-ec8dd135bd90.jpg?v=1740937511,https://elherraderoww.com/products/roper-mens-western-long-sleeve-shirt-01-001-0101-6036-wi,Men / Man / Hombre / Caballero
Roper Men's Long Sleeve Button Black Fill Solid Wine Western Shirt (03-001-0365-0706 WI),Roper,Shirts & Tops,64.99,64.99,5,S | M | L | XL | 2XL,XL,1,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0300103650706a_1024x1024_2x_dc50bc83-ccf0-4a5b-aa98-547cd2d903ba.jpg?v=1740937208,https://elherraderoww.com/products/roper-mens-western-long-sleeve-shirt-03-001-0365-0706-wi,Men / Man / Hombre / Caballero
Roper Men's Long Sleeve Button Red Canyon Plaid Western Shirt (03-001-0378-7032 RE),Roper,Shirts & Tops,64.99,64.99,5,S | M | L | XL | 2XL,,0,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0300103787032a_1024x1024_2x_e75fdfe5-a2bd-434a-a072-86cc3f56ec47.jpg?v=1740937036,https://elherraderoww.com/products/roper-mens-western-long-sleeve-shirt-03-001-0378-7032-re,Men / Man / Hombre / Caballero
Roper Men's Long Sleeve Snap Diamond Print Turquoise Western Shirt (03-001-0225-6019 BU),Roper,Shirts & Tops,64.99,64.99,5,S | M | L | XL | 2XL,XL,1,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0300102256019a_1024x1024_2x_3ef16980-51a1-4c40-897b-c344a94d215b.jpg?v=1740936857,https://elherraderoww.com/products/roper-mens-western-long-sleeve-shirt-03-001-0225-6019-bu,Men / Man / Hombre / Caballero
Roper Men's Long Sleeve Snap Southwest Plaid Western Shirt (03-001-0062-1007 WI),Roper,Shirts & Tops,54.99,54.99,5,S | M | L | XL | 2XL,L | XL | 2XL,3,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0300100621007a_1024x1024_2x_45963c37-1594-4170-8b92-616aab6298d4.jpg?v=1740936364,https://elherraderoww.com/products/roper-mens-western-long-sleeve-shirt-03-001-0062-1007-wi,Men / Man / Hombre / Caballero
Roper Men's Long Sleeve Snap Paisley Neat Western Shirt (03-001-0199-0340 GY),Roper,Shirts & Tops,49.99,49.99,5,S | M | L | XL | 2XL,S | 2XL,2,1,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0300101990340_1024x1024_2x_10985b15-8bbb-40fe-8e21-6ebee305a26c.jpg?v=1740935847,https://elherraderoww.com/products/roper-mens-western-long-sleeve-shirt-03-001-0199-0340-gy,Men / Man / Hombre / Caballero
Roper Men's Long Sleeve Button Thistle Foulard Western Shirt (03-001-0325-4019 BU),Roper,Shirts & Tops,64.99,64.99,5,S | M | L | XL | 2XL,M,1,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0300103254019a_1024x1024_2x_ee28adf2-d34e-4a7e-a780-d804ddc9c681.jpg?v=1740935461,https://elherraderoww.com/products/roper-mens-western-long-sleeve-shirt-03-001-0325-4019-bu,Men / Man / Hombre / Caballero
Roper Men's Long Sleeve Button Azure Neat Western Shirt (03-001-0326-6006 BU),Roper,Shirts & Tops,64.99,64.99,5,S | M | L | XL | 2XL,2XL,1,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0300103266006a_1024x1024_2x_2380c749-cdc5-45cc-a86d-2e1c99e57a3c.jpg?v=1740935232,https://elherraderoww.com/products/roper-mens-western-long-sleeve-shirt-03-001-0326-6006-bu,Men / Man / Hombre / Caballero
Roper Men's Long Sleeve Snap Beige and Rust Vintage Floral Print Western Shirt (01-001-0019-3061 BR),Roper,Shirts & Tops,49.99,49.99,5,S | M | L | XL | 2XL,S | M | L | XL | 2XL,5,3,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/0100100193061a_1024x1024_2x_1802160d-e796-4800-abc9-d273000ee569.jpg?v=1740934235,https://elherraderoww.com/products/roper-mens-western-long-sleeve-shirt-01-001-0019-3061-br,Men / Man / Hombre / Caballero
Cuadra Men's Western Mahogany Exotic Boots (CU746/3Z2LPH - Piton Lisboa Guinda),Cuadra,Boots,499.99,499.99,14,MEX 25 USA 6 | MEX 25.5 USA 6.5 | MEX 26 USA 7 | MEX 26.5 USA 7.5 | MEX 27 USA 8 | MEX 27.5 USA 8.5 | MEX 28 USA 9 | MEX 28.5 USA 9.5 | MEX 29 USA 10 | MEX 29.5 USA 10.5 | MEX 30 USA 11 | MEX 30.5 USA 11.5 | MEX 31 USA 12 | MEX 32 USA 13,MEX 26 USA 7 | MEX 26.5 USA 7.5 | MEX 27 USA 8 | MEX 27.5 USA 8.5 | MEX 28 USA 9 | MEX 30 USA 11 | MEX 31 USA 12,7,7,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/3Z2LPH-02_1000x_9457de99-4ee9-42cb-ac40-d4886aa622be.jpg?v=1736566673,https://elherraderoww.com/products/cuadra-mens-boots-3z2lph-cu746-piton-lisboa-guinda,Men / Man / Hombre / Caballero
Cuadra Men's Brown Dress Boots Embroidery and Engraved on Leather (CU625/4D15RS - Brown),Cuadra,Boots,319.99,319.99,14,MEX 25 USA 6 | MEX 25.5 USA 6.5 | MEX 26 USA 7 | MEX 26.5 USA 7.5 | MEX 27 USA 8 | MEX 27.5 USA 8.5 | MEX 28 USA 9 | MEX 28.5 USA 9.5 | MEX 29 USA 10 | MEX 29.5 USA 10.5 | MEX 30 USA 11 | MEX 30.5 USA 11.5 | MEX 31 USA 12 | MEX 32 USA 13,MEX 26 USA 7 | MEX 27 USA 8 | MEX 30 USA 11,3,7,https://cdn.shopify.com/s/files/1/0466/0428/8151/files/4D15RS-res-crust-satro-castano-bota-04_1080x1080_5002ab09-f6ab-42e7-b32a-696ff7e99ecc.jpg?v=1736566135,https://elherraderoww.com/products/cuadra-mens-boots-cu625-4d15rs-satro-castano,Men / Man / Hombre / Caballero
